Rating,# of patient feedback,page_source,Specialty,Experience,Pincode,City,State,Hospital/Clinic name,Address,Education,Doctor name
 (19 ratings),,https://www.lybrate.com/jamshedpur/doctor/dr-rahul-chakraborty-homeopath?lpt=PS-SRP,Homeopath,"11, Years experience",,Jamshedpur,Jharkhand ,"chakraborty clinic , ","Parsudih,,,Jamshedpur,","MD - Homeopathy, MBA (Healthcare)","Dr. ,Rahul Chakraborty"
rating not found,,https://www.lybrate.com/kolkata/doctor/dr-dorothy-p-ghosh-gynaecologist?lpt=PS-SRP,IVF Specialist,"23, Years experience",,Jamshedpur,Jharkhand ,"Care IVF, ",",Jamshedpur,,","MBBS, DNB - Obstetrics & Gynecology","Dr. ,Dorothy P Ghosh"
rating not found,2 patient feedback(s),https://www.lybrate.com/jamshedpur/doctor/dr-tapas-chatterjee-homeopath?lpt=PS-SRP,Homeopath,"29, Years experience",,Jamshedpur,Jharkhand ,"chatterjee homoeo clinic, ","Bhalubasa,,,jamshedpur,",B.H.M.S,"Dr. ,Tapas Chatterjee"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-soumyodhriti-ghosh-pediatric-surgeon?lpt=PS-SRP,Pediatric Surgeon,"2, Years experience",,Jamshedpur,Jharkhand ,"Abhishek Child Care Hospital Jamshe ..., ","Bistupur,,,Jamshedpur,",M.Ch - Paediatric Surgery,"Dr. ,Soumyodhriti Ghosh"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-pramila-purty-psychiatrist?lpt=PS-SRP,Psychiatrist,"13, Years experience",,Jamshedpur,Jharkhand ,"Healing Minds, ",",Jamshedpur,,","MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma In Psychological Medicine (DPM","Dr. ,Pramila Purty"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-chinmay-mahato-dentist?lpt=PS-SRP,Dentist,"5, Years experience",,Jamshedpur,Jharkhand ,"SMILE LINE DENTAL CARE, ","Baridih,,,Jamshedpur,",BDS,"Dr. ,Chinmay Mahato"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-deepak-kedia-dentist?lpt=PS-SRP,Dentist,experience not found,,Jamshedpur,Jharkhand ,"Healthy Smile Dental Clinic, ","Bistupur,,,jamshedpur,",,"Dr. ,Deepak Kedia"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-awneet-kaur-dentist?lpt=PS-SRP,Dentist,experience not found,,Jamshedpur,Jharkhand ,"complete health care, ","Mango,,,jamshedpur,",,"Dr. ,Awneet Kaur"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-abhishek-kumar-singh-pediatric-surgeon?lpt=PS-SRP,Pediatric Surgeon,experience not found,,Jamshedpur,Jharkhand ,"Tata Main Hospital Jamshedpur, ","Bistupur,,,Jamshedpur,",,"Dr. ,Abhishek Kumar Singh"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-anand-gupta-dermatologist?lpt=PS-SRP,Dermatologist,experience not found,,Jamshedpur,Jharkhand ,"Gupta Skin Care Clinic, ","Telco Colony,,,Jamshedpur,",,"Dr. ,Anand Gupta"
rating not found,1 patient feedback,https://www.lybrate.com/jamshedpur/doctor/dr-nitesh-kumar-singh-ophthalmologist?lpt=PS-SRP,Ophthalmologist,"5, Years experience",,Jamshedpur,Jharkhand ,"ASG Eye Hospital - Jamshedpur, ","Sakchi,,,Jamshedpur,",MD-Ophthalmology,"Dr. ,Nitesh Kumar Singh"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-bhagwat-ophthalmologist?lpt=PS-SRP,Ophthalmologist,"8, Years experience",,Jamshedpur,Jharkhand ,"ASG Eye Hospital - Jamshedpur, ","Sakchi,,,Jamshedpur,",MD-Ophthalmology,"Dr. ,Bhagwat Nayak"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-akshaya-k-panda-ophthalmologist?lpt=PS-SRP,Ophthalmologist,"8, Years experience",,Jamshedpur,Jharkhand ,"ASG Eye Hospital - Jamshedpur, ","Sakchi,,,Jamshedpur,",MD-Ophthalmology,"Dr. ,Akshaya K Panda"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-arun-raisurana-homeopath?lpt=PS-SRP,Homeopath,experience not found,,Jamshedpur,Jharkhand ,"Arun Raisurana, ",",Jamshedpur,,",,"Dr. ,Arun Raisurana"
 (59 ratings),,https://www.lybrate.com/jamshedpur/doctor/dr-sanjay-kumar-pandey-internal-medicine-specialist?lpt=PS-SRP,Internal Medicine Specialist,experience not found,,Jamshedpur,Jharkhand ,"Ganga Memorial Hospital , ","Dimna,,,Jamshedpur,",,"Dr. ,Sanjay Kumar Pandey"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-tapas-chatterjee-homeopath-1?lpt=PS-SRP,Homeopath,"29, Years experience",,Jamshedpur,Jharkhand ,"chatterjee homoeo clinic, ",",Jamshedpur,,",B.H.M.S,"Dr. ,Tapas Chatterjee"
 (109 ratings),,https://www.lybrate.com/jamshedpur/doctor/dr-rohit-raj-raj-veterinarian?lpt=PS-SRP,Veterinarian,"7, Years experience",,Jamshedpur,Jharkhand ,"Bangalore pet clinics, ","Adityapur,,,jamshedpur,",B.V.Sc.  (Bangalore) MVSc ( gynaecology and obstetrics) PGD_Ortho( Tanuvas madras),"Dr. ,Rohit Raj Raj"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-md-asif-hassan-general-physician?lpt=PS-SRP,General Physician,experience not found,,Jamshedpur,Jharkhand ,"Md Asif Hassan, ","Azad Nagar,,,Jamshedpur,",,"Dr. ,Md Asif Hassan"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-s-kumar-orthopedist?lpt=PS-SRP,Orthopedist,experience not found,,Jamshedpur,Jharkhand ,"CHIKITSA, ",",jamshedpur,,",,"Dr. ,S . Kumar"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-j-s-bedi-ophthalmologist-1?lpt=PS-SRP,Ophthalmologist,experience not found,,Jamshedpur,Jharkhand ,"WOODLANDS EYE CLINIC, ","Bistupur,,,JAMSHEDPUR,",,"Dr. ,J S Bedi"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-l-b-tudu-general-physician?lpt=PS-SRP,General Physician,experience not found,,Jamshedpur,Jharkhand ,"SABERA CLINIC & DIAGNOSTICS, ","Sakchi,,,jamshedpur,",MD - Medicine,"Dr. ,L B Tudu"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-vijaya-verma-cardiologist?lpt=PS-SRP,Cardiologist,experience not found,,Jamshedpur,Jharkhand ,"Verma Heart Clinic, ","Near Telco Township,,,Jamshedpur,",,"Dr. ,Vijaya Verma"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-ratnesh-tiwari-dentist?lpt=PS-SRP,Dentist,experience not found,,Jamshedpur,Jharkhand ,"R.P DENTAL CLINIC, ",",Jamshedpur,,",,"Dr. ,Ratnesh Tiwari"
rating not found,,https://www.lybrate.com/jamshedpur-jharkhand/doctor/dr-ajit-kumar-singh-general-surgeon?lpt=PS-SRP,General Surgeon,"21, Years experience",,Jamshedpur,Jharkhand ,"Steel City O. P. D, ",",Jamshedpur,,",M. B. B. S.,"Dr. ,Ajit Kumar Singh"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-d-k-bhatta-mishra-general-physician?lpt=PS-SRP,General Physician,experience not found,,Jamshedpur,Jharkhand ,"DKBM, ","Kadma,,,JAMSHEDPUR,",,"Dr. ,D K Bhatta Mishra"
rating not found,,https://www.lybrate.com/jamshedpur/doctor/dr-abhijit-guha-general-physician?lpt=PS-SRP,General Physician,experience not found,,Jamshedpur,Jharkhand ,"private clinic, ","Bistupur,,,jamshedpur,",,"Dr. ,Abhijit Guha"
 (269 ratings),63 patient feedback(s),https://www.lybrate.com/kanpur/doctor/jivaayurveda?lpt=PS-SRP,Ayurveda,"21, Years experience",,Ranchi,Jharkhand ,"Jiva Ayurveda - RANCHI, ","PP Compound,,,Ranchi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)",Jiva Ayurveda
 (283 ratings),265 patient feedback(s),https://www.lybrate.com/panipat/doctor/dr-sumit-sharma-dermatologist?lpt=PS-SRP,Dermatologist,"14, Years experience",,Ranchi,Jharkhand ,"Dermawave Hair Transplant & Dermaca ..., ","Lalpur Chowk,,,Ranchi,","MD - Dermatology , Venereology & Leprosy","Dr. ,Sumit Sharma"
 (1139 ratings),37 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-rishabh-kumar-rana-sexologist?lpt=PS-SRP,Sexologist,"14, Years experience",,Ranchi,Jharkhand ,"Swati's Dental and Health Clinic, ","Kokar,,,Ranchi,","MBBS, MD - Community Medicine, CCIP","Dr. ,Rishabh Kumar Rana"
 (504 ratings),11 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-swapan-banerjee-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"24, Years experience",,Ranchi,Jharkhand ,"RANCHI DIET  CLINIC, ","Kanke Road,,,Ranchi,","B.Sc. - Dietitics / Nutrition, CAFE, MMM, M.Sc - Dietitics / Nutrition, Nutrition Certification, PGCDE, PhD","Dr. ,Swapan Banerjee (Fssai & Fao) Certified"
 (993 ratings),4 patient feedback(s),https://www.lybrate.com/mumbai/doctor/richfeel-dermatologist?lpt=PS-SRP,Dermatologist,"12, Years experience",,Ranchi,Jharkhand ,"RichFeel Trichology Center - Ranchi, ","Hazaribag Road,,,Ranchi,",Trichologist,Richfeel
 (10 ratings),3 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-ashish-soy-psychiatrist?lpt=PS-SRP,Psychiatrist,"17, Years experience",,Ranchi,Jharkhand ,"Compos Mentis, ","Kanke Road,,,Ranchi,","MBBS, Diploma in Psychological Medicine","Dr. ,Ashish Soy"
 (267 ratings),33 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-soumalya-golder-homeopath?lpt=PS-SRP,Homeopath,"7, Years experience",,Ranchi,Jharkhand ,"Agarwal Homoeo Hall, ","H. B. Road,,,Ranchi,","Dip. IACH (GREECE), BHMS, Att. Cert. of B.A.M.I (Kolkata), C.S.D (Mumbai), D.N.H.E, Post Graduate Diploma in Counselling (PGDC, 1st class, CU), P.G. Hom (LONDON), Att. Cert. of A.C.H (London)","Dr. ,Soumalya Golder"
 (11 ratings),,https://www.lybrate.com/raipur/doctor/dr-sameer-pahlajani-ivf-specialist?lpt=PS-SRP,IVF Specialist,"19, Years experience",,Ranchi,Jharkhand ,"Aveta ivf, ","Booti More,,,Ranchi,",MBBS,"Dr. ,Sameer Pahlajani"
 (852 ratings),18 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-priyanka-t-homeopath?lpt=PS-SRP,Homeopath,"13, Years experience",,Ranchi,Jharkhand ,"Prihom Homoeopathic Clinic, ","Harmu,,,Ranchi,","BHMS, PGCGO, PDCR, Diploma in Trichology, Fellowship In Cosmetic Dermatology","Dr. ,Priyanka"
 (80 ratings),2 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-anju-singh-raginee-homeopath?lpt=PS-SRP,Homeopath,"19, Years experience",,Ranchi,Jharkhand ,"Prerna Homeo Clinic, ","Hinoo,,,Ranchi,","BHMS, MD - Homeopathy","Dr. ,Anju Singh Raginee"
 (60 ratings),11 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-somya-sinha-gynaecologist?lpt=PS-SRP,Gynaecologist,"9, Years experience",,Ranchi,Jharkhand ,"Women’s Clinic, ","Bariatu,,,Ranchi,","MBBS, MS- Obs & Gynae, DNB - Obs & Gynae","Dr. ,Somya Sinha"
 (52 ratings),,https://www.lybrate.com/ranchi/doctor/dr-rashmi-prasad-gynaecologist?lpt=PS-SRP,Gynaecologist,"22, Years experience",,Ranchi,Jharkhand ,"Ashirvad Hospital & Research Centre, ","Bariatu Road,,,Ranchi,","MBBS (Hons.) , DGO, Obs and Gynae, MS- Obs and Gynaecology","Dr. ,Rashmi Prasad"
 (10 ratings),,https://www.lybrate.com/patna/doctor/dr-j-n-divya-sexologist?lpt=PS-SRP,Sexologist,experience not found,,Ranchi,Jharkhand ,"Takatwala Health Clinic, ","Main Road,,,Ranchi,","BAMS, MD - (Ayu.), CCP","Dr. ,J. N. Divya"
 (37975 ratings),69 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-alok-dermatologist?lpt=PS-SRP,Dermatologist,"17, Years experience",,Ranchi,Jharkhand ,"Advance Care Clinic, ","Kanke,,,Ranchi,","Diploma In Dermatology And Venerology And Leprosy (DDVL), MBBS","Dr. ,A Kumar"
 (49 ratings),3 patient feedback(s),https://www.lybrate.com/udaipur/doctor/dr-indira-ivf-ivf-specialist?lpt=PS-SRP,IVF Specialist,"29, Years experience",,Ranchi,Jharkhand ,"Indira IVF Ranchi, ","Harmu,,,Ranchi,",MBBS Bachelor of Medicine and Bachelor of Surgery,Indira Ivf
 (294 ratings),14 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-swati-prabhat-dentist-1?lpt=PS-SRP,Dentist,"8, Years experience",,Ranchi,Jharkhand ,"Dr Swati's clinic Dental & Healthca ..., ","Kokar,,,Ranchi,","BDS, Certification in Full Mouth Rehabilitation, Advanced Aesthetics, Fellow of Academy of General Dentistry (FAGD), Internship, Juniorship","Dr. ,Swati Prabhat"
 (59 ratings),,https://www.lybrate.com/ranchi/doctor/dr-shivalik-mitra-dentist?lpt=PS-SRP,Dentist,"11, Years experience",,Ranchi,Jharkhand ,"Maa Dental Clinic, ","Kadru,,,Ranchi,","orthodontic deploma, Fellow of Academy of General Education (FAGE), Advanced Aesthetics, BDS","Dr. ,Shivalik Mitra"
rating not found,2 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-suresh-kumar-agarwalla-integrated-general-surgeon?lpt=PS-SRP,General Surgeon,"42, Years experience",,Ranchi,Jharkhand ,"Amrita Family Health Centre, ","Lalpur,,,Ranchi,","MBBS Bachelor of Medicine and Bachelor of Surgery, MS - General Surgery","Dr. ,Suresh Kumar Agarwalla"
rating not found,,https://www.lybrate.com/ranchi/doctor/dr-m-s-chen-dentist?lpt=PS-SRP,Dentist,"21, Years experience",,Ranchi,Jharkhand ,"Dr Chen's Dental Clinic, ","PP Compound,,,Ranchi,","FICOI, MClinDent Prostodontics (UK), Fellow of Academy of General Education (FAGE), BDS","Dr. ,M S Chen"
 (11 ratings),,https://www.lybrate.com/mumbai/doctor/dr-vikas-verma-cosmetic-plastic-surgeon?lpt=PS-SRP,Cosmetic/Plastic Surgeon,"18, Years experience",,Ranchi,Jharkhand ,"Sparkle Cosmetic Clinic - Ranchi, ","Doranda,,,Ranchi,","MBBS, MS - General Surgery, MCh - Plastic Surgery, MRCS-Edinburgh","Dr. ,Vikas Verma"
 (10 ratings),,https://www.lybrate.com/ranchi/doctor/dr-p-n-pandey-ayurveda?lpt=PS-SRP,Sexologist,"14, Years experience",,Ranchi,Jharkhand ,"Daksha Ayurveda, ","H. B. Road,,,Ranchi,","BAMS, M.A. in Astrology","Dr. ,P N Pandey"
 (267 ratings),1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-sayed-asif-saba-dentist?lpt=PS-SRP,Dentist,"6, Years experience",,Ranchi,Jharkhand ,"Dental & Maxillofacial Rehab Centre, ","H. B. Road,,,Ranchi,",MDS  - Prosthodontics,"Dr. ,Sayed Asif Saba"
 (10 ratings),,https://www.lybrate.com/ranchi/doctor/dr-nitesh-priya-orthopedist-1?lpt=PS-SRP,Orthopedist,"19, Years experience",,Ranchi,Jharkhand ,"Hill View Hospital & Research Cente ..., ","Bariatu Road,,,Ranchi,","MBBS, MS - Orthopaedics","Dr. ,Nitesh Priya"
 (10 ratings),,https://www.lybrate.com/ranchi/doctor/dr-vartika-ayurveda?lpt=PS-SRP,Ayurveda,"8, Years experience",,Ranchi,Jharkhand ,"Upasya Ayurveda, ","Morabadi,,,Ranchi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)","Dr. ,Vartika"
 (386 ratings),4 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-manoj-hembram-physiotherapist?lpt=PS-SRP,Physiotherapist,"19, Years experience",,Ranchi,Jharkhand ,"Medica Physiotherapy Dept, ",",Ranchi,,","BPTh/BPT, MPTh/MPT","Dr. ,Manoj Hembram"
rating not found,1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-b-p-kashyap-ophthalmologist?lpt=PS-SRP,Ophthalmologist,"36, Years experience",,Ranchi,Jharkhand ,"Kashyap Mamorial Eye Hospital, ","Purulia Road,,,Ranchi,",MS - Ophthalmology,"Dr. ,B. P. Kashyap"
 (33 ratings),,https://www.lybrate.com/ranchi/doctor/dr-bhoopendra-singh-toxicologist?lpt=PS-SRP,Toxicologist,"28, Years experience",,Ranchi,Jharkhand ,"Dr Bhoopendra Singh, ","Bariatu,,,Ranchi,","PhD in Forensic Medicine & Toxicology, M.Sc - Forensic Science, MBA in Hospital Management","Dr. ,Bhoopendra Singh"
 (34 ratings),1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-santosh-kachhap-homeopath?lpt=PS-SRP,Homeopath,"13, Years experience",,Ranchi,Jharkhand ,"Sani Homoeo Hall, ","Kanke Road,,,Ranchi,",Bachelor of Homoeopathic Medicine and Surgery,"Dr. ,Santosh Kachhap"
 (17 ratings),7 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-halimuddin-ophthalmologist?lpt=PS-SRP,Ophthalmologist,"37, Years experience",,Ranchi,Jharkhand ,"Orbit Eye Care, ","Circular Road,,,Ranchi,","MS - Ophthalmology, Diploma in Ophthalmology","Dr. ,Halimuddin"
 (28 ratings),1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-rupak-orthopedist?lpt=PS-SRP,Orthopedist,"3, Years experience",,Ranchi,Jharkhand ,"Shree Superspeciality Hospital, ","Hatia,,,Ranchi,",MS - Orthopaedics,"Dr. ,Rupak Kumar"
 (115 ratings),2 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-rajeev-ranjan-physiotherapist?lpt=PS-SRP,Physiotherapist,"5, Years experience",,Ranchi,Jharkhand ,"Veena Nursing Home Ratu Road Piska  ..., ","Ratu Road,,,Ranchi,",BPT (Physiotherapy),"Dr. ,Rajeev Ranjan"
 (41 ratings),2 patient feedback(s),https://www.lybrate.com/patna/doctor/dr-amit-chaitanya-general-physician?lpt=PS-SRP,General Physician,"8, Years experience",,Ranchi,Jharkhand ,"Kapoor Pharmacy, ","Morabadi,,,Ranchi,",MD - Physical Medicine & Rehabilitation,"Dr. ,Amit C"
rating not found,,https://www.lybrate.com/ranchi/doctor/dr-arunima-mukherjee-dentist-1?lpt=PS-SRP,Dentist,"13, Years experience",,Ranchi,Jharkhand ,"Esthetix Dental, ","Ratu Road,,,Ranchi,","BDS, Certified Implantologist, Advanced Aesthetics","Dr. ,Arunima Mukherjee"
 (10 ratings),,https://www.lybrate.com/ranchi/doctor/dr-ujjawal-roy-neurologist?lpt=PS-SRP,Neurologist,"12, Years experience",,Ranchi,Jharkhand ,"Roy Neuro Care, ","Bariatu Road,,,Ranchi,","MBBS, MD- General Medicine, DM - Neurology","Dr. ,Ujjawal Roy"
 (10 ratings),,https://www.lybrate.com/ranchi/doctor/dr-navin-kumar-audiologist?lpt=PS-SRP,Audiologist,"15, Years experience",,Ranchi,Jharkhand ,"Hearing & Speech Therapy Clinic, ","Bariatu Road,,,Ranchi,",Master in Audiology & Speech language Pathology,"Dr. ,Navin Kumar"
 (60 ratings),3 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-ravishankar-dwivedi-dermatologist?lpt=PS-SRP,Dermatologist,"19, Years experience",,Ranchi,Jharkhand ,"Shanti Skin & Laser Centre, ","Hinoo,,,Ranchi,","MBBS, MD - Dermatology","Dr. ,Ravishankar Dwivedi"
 (17 ratings),1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-sayeed-akhtar-psychiatrist?lpt=PS-SRP,Psychiatrist,"31, Years experience",,Ranchi,Jharkhand ,"Dr Akhtar's Beautiful Mind Clinic, ","Bariatu,,,Ranchi,",MD - Medicine,"Dr. ,Sayeed Akhtar"
rating not found,1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-ajay-chhabra-endocrinologist?lpt=PS-SRP,Endocrinologist,"19, Years experience",,Ranchi,Jharkhand ,"Diabetes Care Centre, ","Ratu Road,,,Ranchi,",Diploma in Diabetology,"Dr. ,Ajay Chhabra"
 (42 ratings),,https://www.lybrate.com/ranchi/doctor/dr-anuj-kumar-dentist?lpt=PS-SRP,Dentist,"8, Years experience",,Ranchi,Jharkhand ,"Medica Hospital, Ranchi, ",",Ranchi,,","MDS - Oral & Maxillofacial Surgery, Certified Implantologist, BDS","Dr. ,Anuj Kumar"
 (14 ratings),1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-dharmendra-kumar-sinha-dentist?lpt=PS-SRP,Dentist,"4, Years experience",,Ranchi,Jharkhand ,"DENTAL LIFELINE, ","Harmu Road,,,RANCHI,",MDS Prosthodontics,"Dr. ,Dharmendra Kumar Sinha"
rating not found,1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-siddhartha-sinha-psychiatrist?lpt=PS-SRP,Psychiatrist,"10, Years experience",,Ranchi,Jharkhand ,"Medicare, ","Kanke Road,,,Ranchi,","MBBS, DPM","Dr. ,Siddhartha Sinha"
rating not found,,https://www.lybrate.com/ranchi/doctor/dr-jitendra-kumar-physiotherapist?lpt=PS-SRP,Physiotherapist,"5, Years experience",,Ranchi,Jharkhand ,"Care & cure physiotherapy clinic, ","Doranda,,,Ranchi,","BPTh/BPT, Doctor Of Physical Therapy (DPT","Dr. ,Jitendra Kumar"
rating not found,,https://www.lybrate.com/ranchi/doctor/dr-utkarsha-dentist?lpt=PS-SRP,Dentist,"7, Years experience",,Ranchi,Jharkhand ,"Oral and dental care, Multispeciali ..., ","Dhurwa,,,Ranchi,",BDS,"Dr. ,Utkarsha"
rating not found,,https://www.lybrate.com/ranchi/doctor/dr-subodh-kumar-psychiatrist?lpt=PS-SRP,Psychiatrist,"13, Years experience",,Ranchi,Jharkhand ,"Pariwar Medicare, ","Main Road,,,Ranchi,","M.D., D.P.M, CIP, RINPAS, AIIMS, New Delhi","Dr. ,Subodh Kumar"
 (16 ratings),1 patient feedback,https://www.lybrate.com/ranchi/doctor/dr-alok-chandra-prakash-general-surgeon?lpt=PS-SRP,General Surgeon,"7, Years experience",,Ranchi,Jharkhand ,"Swarnrekha Nursing Home, ",",Ranchi,,",MS - General Surgery,"Dr. ,Alok Chandra Prakash"
rating not found,,https://www.lybrate.com/simdega/doctor/dr-sovik-mukherjee-dentist?lpt=PS-SRP,Dentist,"7, Years experience",,Ranchi,Jharkhand ,"Mukherjee Dental Clinic, ",",Ranchi,,",BDS,"Dr. ,Souvik Mukherjee"
rating not found,,https://www.lybrate.com/ranchi/doctor/dr-prafulla-ranjan-mishra-physiotherapist?lpt=PS-SRP,Physiotherapist,"6, Years experience",,Ranchi,Jharkhand ,"QUICK RECOVERY CLINIC, ",",ranchi,,","POST GRADUATE DIPLOMA IN PUBLIC HEALTH,PHFI, BPTh/BPT","Dr. ,Prafulla Ranjan  Mishra"
rating not found,3 patient feedback(s),https://www.lybrate.com/ranchi/doctor/dr-bhoomika-sachacher-psychologist?lpt=PS-SRP,Psychologist,"4, Years experience",,Ranchi,Jharkhand ,"Santevita Hospital, ","Firayalal,,,Ranchi,",Ph.D Clinical Psychology,"Dr. ,Bhoomika Sachacher"
 (118 ratings),,https://www.lybrate.com/ranchi/doctor/dr-anuj-sharma-dentist-1?lpt=PS-SRP,Dentist,"13, Years experience",,Ranchi,Jharkhand ,"DENTAL PEARL, ",",RANCHI,,","MDS - Periodontics, BDS","Dr. ,Anuj Sharma"
 (10 ratings),,https://www.lybrate.com/ranchi/doctor/dr-amlan-shome-dermatologist?lpt=PS-SRP,Dermatologist,"17, Years experience",,Ranchi,Jharkhand ,"Dermawave Hair Transplant & Dermaca ..., ","Lalpur Chowk,,,Ranchi,","MBBS, MD - Dermatology","Dr. ,Amlan Shome"
 (44 ratings),4 patient feedback(s),https://www.lybrate.com/durgapur/doctor/dr-dibyendu-de-hematologist?lpt=PS-SRP,Hematologist,"13, Years experience",,Dhanbad,Jharkhand ,"DHANBAD MISSION HOSPITAL CLINIC, ","Jharudih,,,Dhanbad,","DM - Clinical Haematology, MD - General Medicine, MBBS","Dr. ,Dibyendu De"
 (13 ratings),6 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-anjani-shukla-dermatologist?lpt=PS-SRP,Dermatologist,"6, Years experience",,Dhanbad,Jharkhand ,"Khushi Skin Clinic, ",",Dhanbad,,",MD - Dermatology,"Dr. ,Anjani Shukla"
rating not found,5 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-abhra-chandra-chowdhury-general-physician?lpt=PS-SRP,Rheumatologist,"16, Years experience",,Dhanbad,Jharkhand ,"Patliputra Nursing Home 3rd tuesday ..., ",",Dhanbad,,","MBBS, DNB (General Medicine), DM - Rheumatology & Clinical Immunology","Dr. ,Abhra Chandra Chowdhury"
